43630      '67,2998'   14.06.2019
43631      '66,8308'   15.06.2019
43632      '67,0448'   16.06.2019
43633      '67,1083'   17.06.2019
43634      '67,2698'   18.06.2019
43635      '68,028'    19.06.2019
43636      '68,1905'   20.06.2019
43637      '67,0894'   21.06.2019
43638      '67,5231'   22.06.2019
43639      '67,87'     23.06.2019
43640      '67,9422'   24.06.2019
43641      '68,2441'   25.06.2019
43642      '67,5458'   26.06.2019
43643      '68,1184'   27.06.2019
43644      '68,1158'   28.06.2019
43645      '68,2578'   29.06.2019
43646      '69,2575'   30.06.2019
43647      '69,9025'   01.07.2019
43648      '70,5613'   02.07.2019
43649      '69,4245'   03.07.2019
43650      '69,0146'   04.07.2019
43651      '68,2455'   05.07.2019
43652      '68,0749'   06.07.2019
43653      '68,0636'   07.07.2019
43654      '67,3648'   08.07.2019
43655      '66,8168'   09.07.2019
43656      '66,2735'   10.07.2019
43657      '66,4138'   11.07.2019
43658      '65,8465'   12.07.2019
43659      '65,8789'   13.07.2019
43660      '65,8054'   14.07.2019
43661      '65,6158'   15.07.2019
43662      '65,5503'   16.07.2019
43663      '64,9848'   17.07.2019
43664      '65,503'    18.07.2019
43665      '65,87'     19.07.2019
43666      '67,0142'   20.07.2019
43667      '66,5795'   21.07.2019
43668      '66,5707'   22.07.2019
43669      '66,2607'   23.07.2019
43670      '66,8935'   24.07.2019
43671      '66,2668'   25.07.2019
43672      '66,1173'   26.07.2019
43673      '65,6526'   27.07.2019
43674      '65,3067'   28.07.2019
43675      '65,4946'   29.07.2019
43676      '65,8044'   30.07.2019
43677      '65,4911'   31.07.2019
43678      '65,242'    01.08.2019
43679      '65,5107'   02.08.2019
43680      '65,6765'   03.08.2019
43681      '65,5962'   04.08.2019
43682      '65,7188'   05.08.2019
43683      '65,8499'   06.08.2019
43684      '65,5526'   07.08.2019
43685      '65,8789'   08.08.2019
43686      '65,7256'   09.08.2019
43687      '66,2021'   10.08.2019
43688      '66,1311'   11.08.2019
43689      '66,3182'   12.08.2019
43690      '66,9029'   13.08.2019
43691      '68,1088'   14.08.2019
43692      '67,846'    15.08.2019
43693      '68,1147'   16.08.2019
43694      '67,0379'   17.08.2019
43695      '65,892'    18.08.2019
43696      '65,9801'   19.08.2019
43697      '65,5405'   20.08.2019
43698      '66,1682'   21.08.2019
43699      '65,6668'   22.08.2019
43700      '65,6232'   23.08.2019
43701      '66,1953'   24.08.2019
43702      '67,0954'   25.08.2019
43703      '67,0611'   26.08.2019
43704      '66,9647'   27.08.2019
43705      '66,2124'   28.08.2019
43706      '66,951'    29.08.2019
43707      '66,5095'   30.08.2019
43708      '66,8401'   31.08.2019
43709      '66,5669'   01.09.2019
43710      '66,8741'   02.09.2019
43711      '66,4006'   03.09.2019
43712      '66,6529'   04.09.2019
43713      '66,3795'   05.09.2019
43714      '66,3996'   06.09.2019
43715      '66,2312'   07.09.2019
43716      '66,745'    08.09.2019
43717      '66,7793'   09.09.2019
43718      '67,2727'   10.09.2019
43719      '67,4674'   11.09.2019
43720      '68,3253'   12.09.2019
43721      '68,8671'   13.09.2019
43722      '68,5829'   14.09.2019
43723      '68,6627'   15.09.2019
43724      '68,6993'   16.09.2019
43725      '69,5675'   17.09.2019
43726      '69,5012'   18.09.2019
43727      '69,8319'   19.09.2019
43728      '68,6577'   20.09.2019
43729      '67,7368'   21.09.2019
43730      '66,9003'   22.09.2019
43731      '66,7328'   23.09.2019
43732      '66,9102'   24.09.2019
43733      '66,8938'   25.09.2019
43734      '67,0783'   26.09.2019
43735      '66,9595'   27.09.2019
43736      '66,372'    28.09.2019
43737      '66,3653'   29.09.2019
43738      '66,2722'   30.09.2019
43739      '66,3882'   01.10.2019
43740      '66,5341'   02.10.2019
43741      '66,0805'   03.10.2019
43742      '65,7634'   04.10.2019
43743      '65,9938'   05.10.2019
43744      '66,264'    06.10.2019
43745      '66,0576'   07.10.2019
43746      '65,5051'   08.10.2019
43747      '65,4103'   09.10.2019
43748      '65,5049'   10.10.2019
43749      '65,5888'   11.10.2019
43750      '65,6228'   12.10.2019
43751      '65,8698'   13.10.2019
43752      '65,9173'   14.10.2019
43753      '65,7932'   15.10.2019
43754      '65,8422'   16.10.2019
43755      '65,8784'   17.10.2019
43756      '66,5134'   18.10.2019
43757      '66,6512'   19.10.2019
43758      '66,3093'   20.10.2019
43759      '66,2745'   21.10.2019
43760      '65,7666'   22.10.2019
43761      '65,6328'   23.10.2019
43762      '65,5739'   24.10.2019
43763      '65,3869'   25.10.2019
43764      '65,495'    26.10.2019
43765      '65,6999'   27.10.2019
43766      '65,7901'   28.10.2019
43767      '65,9151'   29.10.2019
43768      '65,9365'   30.10.2019
43769      '65,7387'   31.10.2019
43770      '65,7624'   01.11.2019
43771      '65,9751'   02.11.2019
43772      '66,2827'   03.11.2019
43773      '65,9751'   04.11.2019
43774      '65,6236'   05.11.2019
43775      '65,3932'   06.11.2019
43776      '65,514'    07.11.2019
43777      '64,8075'   08.11.2019
43778      '64,3651'   09.11.2019
43779      '64,38'     10.11.2019
43780      '63,8577'   11.11.2019
43781      '63,8684'   12.11.2019
43782      '64,6616'   13.11.2019
43783      '64,0807'   14.11.2019
43784      '64,3919'   15.11.2019
43785      '64,8291'   16.11.2019
43786      '64,9382'   17.11.2019
43787      '65,634'    18.11.2019
43788      '65,1784'   19.11.2019
43789      '65,299'    20.11.2019
43790      '65,2355'   21.11.2019
43791      '65,4796'   22.11.2019
43792      '65,3465'   23.11.2019
43793      '64,8788'   24.11.2019
43794      '64,9032'   25.11.2019
43795      '64,3223'   26.11.2019
43796      '64,6097'   27.11.2019
43797      '64,3497'   28.11.2019
43798      '64,267'    29.11.2019
43799      '64,1045'   30.11.2019
43800      '63,8584'   01.12.2019
43801      '63,8939'   02.12.2019
43802      '64,0515'   03.12.2019
43803      '63,8083'   04.12.2019
43804      '63,6853'   05.12.2019
43805      '64,3406'   06.12.2019
43806      '64,6565'   07.12.2019
43807      '64,7334'   08.12.2019
43808      '64,4728'   09.12.2019
43809      '64,6373'   10.12.2019
43810      '65,4368'   11.12.2019
43811      '65,088'    12.12.2019
43812      '65,2236'   13.12.2019
43813      '65,3974'   14.12.2019
43814      '65,0687'   15.12.2019
43815      '65,1033'   16.12.2019
43816      '65,4278'   17.12.2019
43817      '64,945'    18.12.2019
43818      '64,6534'   19.12.2019
43819      '64,6215'   20.12.2019
43820      '64,7683'   21.12.2019
43821      '64,5266'   22.12.2019
43822      '64,4213'   23.12.2019
43823      '64,3877'   24.12.2019
43824      '64,8495'   25.12.2019
43825      '64,4809'   26.12.2019
43826      '64,4589'   27.12.2019
43827      '64,7077'   28.12.2019
43828      '64,9661'   29.12.2019
43829      '65,1893'   30.12.2019
43830      '65,4306'   31.12.2019
43831      '65,3445'   01.01.2020
43832      '65,1582'   02.01.2020
43833      '65,3773'   03.01.2020
43834      '65,085'    04.01.2020
43835      '64,87'     05.01.2020
43836      '64,7798'   06.01.2020
43837      '64,5588'   07.01.2020
43838      '64,5806'   08.01.2020
43839      '64,3915'   09.01.2020
43840      '64,3192'   10.01.2020
43841      '64,025'    11.01.2020
43842      '63,7783'   12.01.2020
43843      '62,91'     13.01.2020
43844      '63,0073'   14.01.2020
43845      '62,584'    15.01.2020
43846      '62,8613'   16.01.2020
43847      '63,0602'   17.01.2020
43848      '63,0788'   18.01.2020
43849      '63,2305'   19.01.2020
43850      '62,973'    20.01.2020
43851      '63,311'    21.01.2020
43852      '63,322'    22.01.2020
43853      '63,4766'   23.01.2020
43854      '63,8159'   24.01.2020
43855      '63,6823'   25.01.2020
43856      '63,9014'   26.01.2020
43857      '63,1755'   27.01.2020
43858      '62,8166'   28.01.2020
43859      '62,9505'   29.01.2020
43860      '62,6628'   30.01.2020
43861      '63,0391'   31.01.2020
43862      '62,9353'   01.02.2020
43863      '62,8087'   02.02.2020
43864      '63,0295'   03.02.2020
43865      '63,096'    04.02.2020
43866      '63,1609'   05.02.2020
43867      '63,2936'   06.02.2020
43868      '63,2336'   07.02.2020
43869      '63,3663'   08.02.2020
43870      '63,4357'   09.02.2020
43871      '63,5067'   10.02.2020
43872      '63,6284'   11.02.2020
43873      '64,3518'   12.02.2020
43874      '65,2713'   13.02.2020
43875      '65,5195'   14.02.2020
43876      '65,2723'   15.02.2020
43877      '65,3237'   16.02.2020
43878      '65,0435'   17.02.2020
43879      '65,2816'   18.02.2020
43880      '65,4132'   19.02.2020
43881      '64,9112'   20.02.2020
43882      '66,0531'   21.02.2020
43883      '66,0533'   22.02.2020
43884      '66,5148'   23.02.2020
43885      '66,8987'   24.02.2020
43886      '66,5455'   25.02.2020
43887      '65,754'    26.02.2020
43888      '65,6081'   27.02.2020
43889      '65,999'    28.02.2020
43890      '66,0593'   29.02.2020
43891      '66,4352'   01.03.2020
43892      '66,7779'   02.03.2020
43893      '66,5718'   03.03.2020
43894      '66,7657'   04.03.2020
43895      '66,7973'   05.03.2020
43896      '66,7693'   06.03.2020
43897      '66,2255'   07.03.2020
43898      '66,2335'   08.03.2020
43899      '65,7289'   09.03.2020
43900      '65,5344'   10.03.2020
43901      '65,4233'   11.03.2020
43902      '65,4915'   12.03.2020
43903      '64,7151'   13.03.2020
43904      '64,3403'   14.03.2020
43905      '64,0405'   15.03.2020
43906      '64,3652'   16.03.2020
43907      '64,163'    17.03.2020
43908      '63,9748'   18.03.2020
43909      '64,02'     19.03.2020
43910      '63,8469'   20.03.2020
43911      '63,9902'   21.03.2020
43912      '64,1506'   22.03.2020
43913      '64,2124'   23.03.2020
43914      '64,6841'   24.03.2020
43915      '64,8569'   25.03.2020
43916      '65,2647'   26.03.2020
43917      '65,2033'   27.03.2020
43918      '65,1317'   28.03.2020
43919      '64,6288'   29.03.2020
43920      '64,9596'   30.03.2020
43921      '65,2004'   31.03.2020
43922      '64,8895'   01.04.2020
43923      '64,4582'   02.04.2020
43924      '64,2224'   03.04.2020
43925      '64,295'    04.04.2020
43926      '64,2749'   05.04.2020
43927      '64,0773'   06.04.2020
43928      '64,1176'   07.04.2020
43929      '63,7651'   08.04.2020
43930      '63,7151'   09.04.2020
43931      '63,7282'   10.04.2020
43932      '63,9333'   11.04.2020
43933      '64,0693'   12.04.2020
43934      '63,8639'   13.04.2020
43935      '63,752'    14.04.2020
43936      '63,9463'   15.04.2020
43937      '63,8536'   16.04.2020
43938      '64,1328'   17.04.2020
43939      '63,5244'   18.04.2020
43940      '63,4946'   19.04.2020
43941      '63,8725'   20.04.2020
43942      '63,5284'   21.04.2020
43943      '63,8046'   22.04.2020
43944      '63,8874'   23.04.2020
43945      '64,2272'   24.04.2020
43946      '64,3456'   25.04.2020
43947      '63,9828'   26.04.2020
43948      '63,7628'   27.04.2020
43949      '63,8278'   28.04.2020
43950      '63,8192'   29.04.2020
43951      '63,8991'   30.04.2020
43952      '63,7094'   01.05.2020
43953      '63,8623'   02.05.2020
43954      '63,9381'   03.05.2020
43955      '63,9516'   04.05.2020
43956      '63,9615'   05.05.2020
43957      '64,0735'   06.05.2020
43958      '64,3195'   07.05.2020
43959      '64,1748'   08.05.2020
43960      '64,1502'   09.05.2020
43961      '63,9429'   10.05.2020
43962      '63,7294'   11.05.2020
43963      '63,7533'   12.05.2020
43964      '63,5847'   13.05.2020
43965      '63,5011'   14.05.2020
43966      '63,2695'   15.05.2020
43967      '62,8402'   16.05.2020
43968      '62,8624'   17.05.2020
43969      '62,4428'   18.05.2020
43970      '62,4038'   19.05.2020
43971      '62,661'    20.05.2020
43972      '62,4133'   21.05.2020
43973      '62,2634'   22.05.2020
43974      '62,268'    23.05.2020
43975      '61,9669'   24.05.2020
43976      '61,8489'   25.05.2020
43977      '62,2138'   26.05.2020
43978      '62,0332'   27.05.2020
43979      '61,9863'   28.05.2020
43980      '62,0922'   29.05.2020
43981      '61,8227'   30.05.2020
43982      '61,2437'   31.05.2020
43983      '61,283'    01.06.2020
43984      '61,0548'   02.06.2020
43985      '61,2727'   03.06.2020
43986      '61,4394'   04.06.2020
43987      '61,4315'   05.06.2020
43988      '61,6574'   06.06.2020
43989      '61,5573'   07.06.2020
43990      '61,5553'   08.06.2020
43991      '61,8802'   09.06.2020
43992      '61,8397'   10.06.2020
43993      '61,902'    11.06.2020
43994      '62,0857'   12.06.2020
43995      '62,9797'   13.06.2020
43996      '62,2825'   14.06.2020
43997      '62,5451'   15.06.2020
43998      '63,2759'   16.06.2020
43999      '63,9203'   17.06.2020
44000      '63,715'    18.06.2020
44001      '63,1093'   19.06.2020
44002      '62,8877'   20.06.2020
44003      '63,3488'   21.06.2020
44004      '64,11'     22.06.2020
44005      '64,1332'   23.06.2020
44006      '63,3759'   24.06.2020
44007      '63,2143'   25.06.2020
44008      '63,6413'   26.06.2020
44009      '63,5556'   27.06.2020
44010      '63,4645'   28.06.2020
44011      '63,8115'   29.06.2020
44012      '63,571'    30.06.2020
44013      '64,2038'   01.07.2020
44014      '64,0561'   02.07.2020
44015      '65,3726'   03.07.2020
44016      '65,4708'   04.07.2020
44017      '66,0217'   05.07.2020
44018      '66,8806'   06.07.2020
44019      '66,4319'   07.07.2020
44020      '65,9881'   08.07.2020
44021      '66,2666'   09.07.2020
44022      '67,6538'   10.07.2020
44023      '68,5685'   11.07.2020
44024      '71,3747'   12.07.2020
44025      '72,9375'   13.07.2020
44026      '74,8742'   14.07.2020
44027      '72,6133'   15.07.2020
44028      '74,6596'   16.07.2020
44029      '75,4362'   17.07.2020
44030      '80,8692'   18.07.2020
44031      '79,1566'   19.07.2020
44032      '79,9236'   20.07.2020
44033      '79,5936'   21.07.2020
44034      '78,2965'   22.07.2020
44035      '78,2023'   23.07.2020
44036      '77,4751'   24.07.2020
44037      '78,8122'   25.07.2020
44038      '79,3378'   26.07.2020
44039      '78,4426'   27.07.2020
44040      '78,731'    28.07.2020
44041      '77,2349'   29.07.2020
44042      '76,4918'   30.07.2020
44043      '76,0059'   31.07.2020
44044      '75,5471'   01.08.2020
44045      '74,9406'   02.08.2020
44046      '74,2565'   03.08.2020
44047      '73,7523'   04.08.2020
44048      '73,6013'   05.08.2020
44049      '72,9953'   06.08.2020
44050      '74,8437'   07.08.2020
44051      '74,1841'   08.08.2020
44052      '73,958'    09.08.2020
44053      '75,5185'   10.08.2020
44054      '77,0694'   11.08.2020
44055      '75,9065'   12.08.2020
44056      '74,7727'   13.08.2020
44057      '74,5651'   14.08.2020
44058      '74,4935'   15.08.2020
44059      '74,1033'   16.08.2020
44060      '73,0162'   17.08.2020
44061      '74,3813'   18.08.2020
44062      '74,8191'   19.08.2020
44063      '73,7551'   20.08.2020
44064      '74,5643'   21.08.2020
44065      '74,1003'   22.08.2020
44066      '73,4267'   23.08.2020
44067      '73,7134'   24.08.2020
44068      '73,929'    25.08.2020
44069      '73,4875'   26.08.2020
44070      '73,616'    27.08.2020
44071      '72,6718'   28.08.2020
44072      '72,4881'   29.08.2020
44073      '71,118'    30.08.2020
44074      '70,9631'   31.08.2020
44075      '71,6123'   01.09.2020
44076      '71,6901'   02.09.2020
44077      '70,7948'   03.09.2020
44078      '71,0038'   04.09.2020
44079      '70,4928'   05.09.2020
44080      '70,1445'   06.09.2020
44081      '69,1249'   07.09.2020
44082      '68,6754'   08.09.2020
44083      '68,6504'   09.09.2020
44084      '69,1601'   10.09.2020
44085      '68,686'    11.09.2020
44086      '68,1966'   12.09.2020
44087      '68,5617'   13.09.2020
44088      '68,4949'   14.09.2020
44089      '70,2013'   15.09.2020
44090      '69,5536'   16.09.2020
44091      '69,6567'   17.09.2020
44092      '69,7446'   18.09.2020
44093      '69,8744'   19.09.2020
44094      '69,446'    20.09.2020
44095      '69,1003'   21.09.2020
44096      '68,8651'   22.09.2020
44097      '69,0183'   23.09.2020
44098      '69,7955'   24.09.2020
44099      '69,998'    25.09.2020
44100      '71,1734'   26.09.2020
44101      '70,5747'   27.09.2020
44102      '71,3983'   28.09.2020
44103      '71,8276'   29.09.2020
44104      '71,4936'   30.09.2020
44105      '71,1138'   01.10.2020
44106      '70,9414'   02.10.2020
44107      '70,7118'   03.10.2020
44108      '70,9912'   04.10.2020
44109      '70,8703'   05.10.2020
44110      '70,9881'   06.10.2020
44111      '71,592'    07.10.2020
44112      '71,8825'   08.10.2020
44113      '71,3428'   09.10.2020
44114      '70,7443'   10.10.2020
44115      '71,0675'   11.10.2020
44116      '71,4585'   12.10.2020
44117      '71,729'    13.10.2020
44118      '71,565'    14.10.2020
44119      '72,5804'   15.10.2020
44120      '72,581'    16.10.2020
44121      '73,1543'   17.10.2020
44122      '74,4114'   18.10.2020
44123      '73,1149'   19.10.2020
44124      '73,5325'   20.10.2020
44125      '72,8745'   21.10.2020
44126      '73,2782'   22.10.2020
44127      '73,717'    23.10.2020
44128      '73,4667'   24.10.2020
44129      '73,1506'   25.10.2020
44130      '73,7116'   26.10.2020
44131      '72,9555'   27.10.2020
44132      '72,8558'   28.10.2020
44133      '73,7015'   29.10.2020
44134      '73,1634'   30.10.2020
44135      '73,292'    31.10.2020
44136      '73,7823'   01.11.2020
44137      '74,7995'   02.11.2020
44138      '74,6401'   03.11.2020
44139      '75,3312'   04.11.2020
44140      '75,3995'   05.11.2020
44141      '74,9588'   06.11.2020
44142      '74,0056'   07.11.2020
44143      '74,0718'   08.11.2020
44144      '73,5765'   09.11.2020
44145      '75,4015'   10.11.2020
44146      '75,268'    11.11.2020
44147      '75,4087'   12.11.2020
44148      '75,7585'   13.11.2020
44149      '76,2826'   14.11.2020
44150      '75,3163'   15.11.2020
44151      '75,2048'   16.11.2020
44152      '75,0956'   17.11.2020
44153      '75,2574'   18.11.2020
44154      '75,0223'   19.11.2020
44155      '74,9778'   20.11.2020
44156      '75,2033'   21.11.2020
44157      '75,744'    22.11.2020
44158      '76,1224'   23.11.2020
44159      '76,0992'   24.11.2020
44160      '77,0808'   25.11.2020
44161      '77,1487'   26.11.2020
44162      '78,2164'   27.11.2020
44163      '79,0566'   28.11.2020
44164      '79,0732'   29.11.2020
44165      '77,6319'   30.11.2020
44166      '77,3346'   01.12.2020
44167      '78,1851'   02.12.2020
44168      '78,1055'   03.12.2020
44169      '78,449'    04.12.2020
44170      '78,032'    05.12.2020
44171      '77,3714'   06.12.2020
44172      '76,7675'   07.12.2020
44173      '77,1449'   08.12.2020
44174      '77,0491'   09.12.2020
44175      '77,6328'   10.12.2020
44176      '78,0885'   11.12.2020
44177      '77,8938'   12.12.2020
44178      '77,65'     13.12.2020
44179      '77,3423'   14.12.2020
44180      '76,7229'   15.12.2020
44181      '76,6168'   16.12.2020
44182      '76,1235'   17.12.2020
44183      '76,495'    18.12.2020
44184      '77,3059'   19.12.2020
44185      '79,2242'   20.12.2020
44186      '78,8685'   21.12.2020
44187      '79,5257'   22.12.2020
44188      '80,5386'   23.12.2020
44189      '79,3552'   24.12.2020
44190      '77,0264'   25.12.2020
44191      '77,4158'   26.12.2020
44192      '76,3064'   27.12.2020
44193      '76,57'     28.12.2020
44194      '77,1139'   29.12.2020
44195      '77,3496'   30.12.2020
44196      '77,4023'   31.12.2020
44197      '76,1698'   01.01.2021
44198      '76,2305'   02.01.2021
44199      '76,0511'   03.01.2021
44200      '76,0553'   04.01.2021
44201      '76,1924'   05.01.2021
44202      '76,1755'   06.01.2021
44203      '75,4715'   07.01.2021
44204      '75,5406'   08.01.2021
44205      '75,7072'   09.01.2021
44206      '75,8605'   10.01.2021
44207      '76,4033'   11.01.2021
44208      '75,8453'   12.01.2021
44209      '75,0718'   13.01.2021
44210      '74,4431'   14.01.2021
44211      '74,0634'   15.01.2021
44212      '73,6484'   16.01.2021
44213      '73,5166'   17.01.2021
44214      '73,8723'   18.01.2021
44215      '73,0484'   19.01.2021
44216      '72,9572'   20.01.2021
44217      '73,8683'   21.01.2021
44218      '73,3824'   22.01.2021
44219      '73,3497'   23.01.2021
44220      '72,862'    24.01.2021
44221      '73,3477'   25.01.2021
44222      '74,8058'   26.01.2021
44223      '75,8958'   27.01.2021
44224      '75,0744'   28.01.2021
44225      '73,8873'   29.01.2021
44226      '74,1956'   30.01.2021
44227      '73,757'    31.01.2021
44228      '74,0354'   01.02.2021
44229      '74,4121'   02.02.2021
44230      '74,3051'   03.02.2021
44231      '74,0283'   04.02.2021
44232      '73,9221'   05.02.2021
44233      '74,1636'   06.02.2021
44234      '74,6691'   07.02.2021
44235      '73,5369'   08.02.2021
44236      '73,7649'   09.02.2021
44237      '73,2179'   10.02.2021
44238      '73,6309'   11.02.2021
44239      '74,0232'   12.02.2021
44240      '73,6709'   13.02.2021
44241      '73,5241'   14.02.2021
44242      '73,834'    15.02.2021
44243      '75,2899'   16.02.2021
44244      '75,346'    17.02.2021
44245      '75,0963'   18.02.2021
44246      '75,8464'   19.02.2021
44247      '75,9592'   20.02.2021
44248      '75,7404'   21.02.2021
44249      '76,1354'   22.02.2021
44250      '76,224'    23.02.2021
44251      '75,9423'   24.02.2021
44252      '75,5065'   25.02.2021
44253      '74,6528'   26.02.2021
44254      '74,3034'   27.02.2021
44255      '73,8836'   28.02.2021
44256      '73,9408'   01.03.2021
44257      '73,6155'   02.03.2021
44258      '73,7114'   03.03.2021
44259      '73,3225'   04.03.2021
44260      '73,6533'   05.03.2021
44261      '73,7194'   06.03.2021
44262      '73,9036'   07.03.2021
44263      '74,1116'   08.03.2021
44264      '74,0545'   09.03.2021
44265      '74,313'    10.03.2021
44266      '73,5305'   11.03.2021
44267      '74,7301'   12.03.2021
44268      '74,6196'   13.03.2021
44269      '74,1739'   14.03.2021
44270      '73,8165'   15.03.2021
44271      '73,9755'   16.03.2021
44272      '74,703'    17.03.2021
44273      '74,2287'   18.03.2021
44274      '73,9083'   19.03.2021
44275      '73,6031'   20.03.2021
44276      '73,3037'   21.03.2021
44277      '73,3335'   22.03.2021
44278      '72,817'    23.03.2021
44279      '72,8728'   24.03.2021
44280      '73,6311'   25.03.2021
44281      '74,3129'   26.03.2021
44282      '74,1213'   27.03.2021
44283      '74,9227'   28.03.2021
44284      '76,3799'   29.03.2021
44285      '76,5795'   30.03.2021
44286      '76,187'    31.03.2021
44287      '75,6633'   01.04.2021
44288      '75,6648'   02.04.2021
44289      '75,8495'   03.04.2021
44290      '75,6987'   04.04.2021
44291      '76,2673'   05.04.2021
44292      '76,516'    06.04.2021
44293      '76,3881'   07.04.2021
44294      '77,2618'   08.04.2021
44295      '76,9759'   09.04.2021
44296      '76,8609'   10.04.2021
44297      '77,3964'   11.04.2021
44298      '77,3698'   12.04.2021
44299      '75,9373'   13.04.2021
